Crop,State,year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Tur,Bihar,2022,13012.00,24319.43,1869.00,6600,2.71952514,183.0833333
Tur,Chhattisgarh,2022,39870.00,27550.17,691.00,6600,3.823044693,183.0833333
Tur,Gujarat,2022,243770.00,283504.51,1163.00,6600,2.550865922,183.0833333
Tur,Haryana,2022,380.00,448.40,1180.00,6600,1.895642458,183.0833333
Tur,Himachal Pradesh,2022,13.00,11.31,870.00,6600,3.112765363,183.0833333
Tur,Jharkhand,2022,184029.00,210529.18,1144.00,6600,2.874944134,183.0833333
Tur,Karnataka,2022,1220000.00,855220.00,701.00,6600,4.063882682,183.0833333
Tur,Kerala,2022,128.00,215.04,1680.00,6600,7.651480447,183.0833333
Tur,Madhya Pradesh,2022,166000.00,126492.00,762.00,6600,3.631955307,183.0833333
Tur,Maharashtra,2022,1175800.00,925354.60,787.00,6600,3.789162011,183.0833333
Tur,Manipur,2022,530.00,519.93,981.00,6600,4.043072626,183.0833333
Tur,Meghalaya,2022,1214.00,1584.27,1305.00,6600,14.45391061,183.0833333
Tur,Mizoram,2022,335.00,361.80,1080.00,6600,5.506089385,183.0833333
Tur,Nagaland,2022,663.00,629.85,950.00,6600,4.46226257,183.0833333
Tur,Odisha,2022,133810.00,142106.22,1062.00,6600,3.92849162,183.0833333
Tur,Punjab,2022,1200.00,1328.40,1107.00,6600,1.930083799,183.0833333
Tur,Rajasthan,2022,6332.00,5692.47,899.00,6600,1.772821229,183.0833333
Tur,Tamil Nadu,2022,43590.00,45290.01,1039.00,6600,3.137206704,183.0833333
Tur,Telangana,2022,229000.00,201978.00,882.00,6600,3.68896648,183.0833333
Tur,Tripura,2022,4292.00,3420.72,797.00,6600,5.528379888,183.0833333
Tur,Uttar Pradesh,2022,350000.00,363650.00,1039.00,6600,2.327988827,183.0833333
Tur,Uttarakhand,2022,3000.00,2982.00,994.00,6600,4.435363128,183.0833333
Tur,West Bengal,2022,2581.00,4201.87,1628.00,6600,4.293156425,183.0833333
Urad,Andaman And Nicobar Islands,2022,331.40,119.30,360.00,6600,0,179.3583333
Urad,Andhra Pradesh,2022,345000.00,430870.00,1249.00,6600,2.964078212,179.3583333
Urad,Arunachal Pradesh,2022,2699.00,2590.66,960.00,6600,7.982486034,179.3583333
Urad,Assam,2022,54000.00,34830.00,645.00,6600,6.531815642,179.3583333
Urad,Bihar,2022,5835.00,5566.59,954.00,6600,2.71952514,179.3583333
Urad,Chhattisgarh,2022,70380.00,25890.36,368.00,6600,3.823044693,179.3583333
Urad,Gujarat,2022,116970.00,84922.06,726.00,6600,2.550865922,179.3583333
Urad,Haryana,2022,140.00,74.06,529.00,6600,1.895642458,179.3583333
Urad,Himachal Pradesh,2022,5841.00,4199.68,719.00,6600,3.112765363,179.3583333
Urad,Jammu And Kashmir,2022,9732.00,3145.42,323.00,6600,3.155307263,179.3583333
Urad,Jharkhand,2022,112750.00,99896.50,886.00,6600,2.874944134,179.3583333
Urad,Karnataka,2022,71000.00,33105.00,466.00,6600,4.063882682,179.3583333
Urad,Kerala,2022,344.00,275.98,802.00,6600,7.651480447,179.3583333
Urad,Madhya Pradesh,2022,1309000.00,850169.00,649.00,6600,3.631955307,179.3583333
Urad,Maharashtra,2022,358300.00,225696.00,630.00,6600,3.789162011,179.3583333
Urad,Manipur,2022,1290.00,1279.68,992.00,6600,4.043072626,179.3583333
Urad,Nagaland,2022,310.00,255.13,823.00,6600,4.46226257,179.3583333
Urad,Odisha,2022,85020.00,32461.73,382.00,6600,3.92849162,179.3583333
Urad,Puducherry,2022,536.00,293.40,547.00,6600,3.568184358,179.3583333
Urad,Punjab,2022,1300.00,543.40,418.00,6600,1.930083799,179.3583333
Urad,Rajasthan,2022,321902.00,135204.48,420.00,6600,1.772821229,179.3583333
Urad,Sikkim,2022,2743.00,2589.39,944.00,6600,10.0423743,179.3583333
Urad,Tamil Nadu,2022,396540.00,267850.08,675.00,6600,3.137206704,179.3583333
Urad,Telangana,2022,30000.00,36654.00,1222.00,6600,3.68896648,179.3583333
Urad,Tripura,2022,5907.00,4668.48,790.00,6600,5.528379888,179.3583333
Urad,Uttar Pradesh,2022,608000.00,282458.00,465.00,6600,2.327988827,179.3583333
Urad,Uttarakhand,2022,11000.00,11187.00,1017.00,6600,4.435363128,179.3583333
Urad,West Bengal,2022,74781.00,54263.08,726.00,6600,4.293156425,179.3583333
Wheat,Arunachal Pradesh,2022,4018.00,7943.59,1977.00,2125,7.982486034,177.7666667
Wheat,Assam,2022,9000.00,11898.00,1322.00,2125,6.531815642,177.7666667
Wheat,Bihar,2022,2199496.00,6506109.17,2958.00,2125,2.71952514,177.7666667
Wheat,Chandigarh,2022,574.00,2695.22,4696.00,2125,3.379329609,177.7666667
Wheat,Chhattisgarh,2022,132860.00,189591.22,1427.00,2125,3.823044693,177.7666667
Wheat,Delhi,2022,17350.00,80677.50,4650.00,2125,1.867430168,177.7666667
Wheat,Gujarat,2022,1066568.00,3464212.86,3248.00,2125,2.550865922,177.7666667
Wheat,Haryana,2022,2323320.00,10928897.28,4704.00,2125,1.895642458,177.7666667
Wheat,Himachal Pradesh,2022,319480.00,591996.44,1853.00,2125,3.112765363,177.7666667
Wheat,Jammu And Kashmir,2022,284468.00,586573.02,2062.00,2125,3.155307263,177.7666667
Wheat,Jharkhand,2022,204399.00,438640.25,2146.00,2125,2.874944134,177.7666667
Wheat,Karnataka,2022,146000.00,200458.00,1373.00,2125,4.063882682,177.7666667
Wheat,Ladakh,2022,4463.05,6931.12,1553.00,2125,1.024581006,177.7666667
Wheat,Madhya Pradesh,2022,7150000.00,22729850.00,3179.00,2125,3.631955307,177.7666667
Wheat,Maharashtra,2022,1218800.00,2374222.40,1948.00,2125,3.789162011,177.7666667
Wheat,Manipur,2022,2370.00,5879.97,2481.00,2125,4.043072626,177.7666667
Wheat,Meghalaya,2022,262.00,468.98,1790.00,2125,14.45391061,177.7666667
Wheat,Nagaland,2022,1398.00,2569.52,1838.00,2125,4.46226257,177.7666667
Wheat,Odisha,2022,220.00,340.56,1548.00,2125,3.92849162,177.7666667
Wheat,Punjab,2022,3534740.00,16782945.52,4748.00,2125,1.930083799,177.7666667
Wheat,Rajasthan,2022,2793866.00,10636247.86,3807.00,2125,1.772821229,177.7666667
Wheat,Sikkim,2022,93.00,107.42,1155.00,2125,10.0423743,177.7666667
Wheat,Telangana,2022,3000.00,6219.00,2073.00,2125,3.68896648,177.7666667
Wheat,Tripura,2022,21.00,43.01,2048.00,2125,5.528379888,177.7666667
Wheat,Uttar Pradesh,2022,9518600.00,33610176.60,3531.00,2125,2.327988827,177.7666667
Wheat,Uttarakhand,2022,285000.00,831060.00,2916.00,2125,4.435363128,177.7666667
Wheat,West Bengal,2022,180350.00,556920.80,3088.00,2125,4.293156425,177.7666667
Bajra,Andhra Pradesh,2023,23000.00,48208.00,2096.00,2500,0.676806723,229.0833333
Bajra,Bihar,2023,2651.00,3016.84,1138.00,2500,0.294453782,229.0833333
Bajra,Chhattisgarh,2023,140.00,58.24,416.00,2500,0.698907563,229.0833333
Bajra,Dadra And Nagar Haveli,2023,621346.26,4923163.16,12272.57,2500,0.08487395,229.0833333
Bajra,Delhi,2023,588126.36,4736727.68,12143.05,2500,0.629579832,229.0833333
Bajra,Gujarat,2023,519247.00,1303610.16,2511.00,2500,0.169327731,229.0833333
Bajra,Haryana,2023,527720.00,1136708.88,2154.00,2500,0.630840336,229.0833333
Bajra,Himachal Pradesh,2023,377.00,194.53,516.00,2500,2.242352941,229.0833333
Bajra,Jammu And Kashmir,2023,449394.06,3958139.53,11602.14,2500,2.904369748,229.0833333
Bajra,Jharkhand,2023,355.00,308.14,868.00,2500,0.552773109,229.0833333
Bajra,Karnataka,2023,128000.00,162560.00,1270.00,2500,0.374705882,229.0833333
Bajra,Kerala,2023,17.87,38.84,2173.00,2500,1.378403361,229.0833333
Bajra,Madhya Pradesh,2023,388000.00,832066.00,2145.00,2500,0.426134454,229.0833333
Bajra,Maharashtra,2023,399110.00,230439.41,577.00,2500,0.362352941,229.0833333
Bajra,Nagaland,2023,541945.47,4477553.03,11962.99,2500,1.386806723,229.0833333
Bajra,Odisha,2023,1800.00,1139.40,633.00,2500,1.049747899,229.0833333
Bajra,Puducherry,2023,580869.43,4696000.65,12114.76,2500,0.748571429,229.0833333
Bajra,Punjab,2023,700.00,549.50,785.00,2500,0.938151261,229.0833333
Bajra,Rajasthan,2023,4256594.00,4384291.82,1030.00,2500,0.375630252,229.0833333
Bajra,Tamil Nadu,2023,81600.00,237755.88,2914.00,2500,0.782016807,229.0833333
Bajra,Telangana,2023,5000.00,16855.00,3371.00,2500,0.818991597,229.0833333
Bajra,Uttar Pradesh,2023,1010000.00,2293710.00,2271.00,2500,0.375966387,229.0833333
Bajra,West Bengal,2023,65.00,26.98,415.00,2500,0.977394958,229.0833333
Barley,Bihar,2023,7240.00,11757.76,1624.00,1850,0.294453782,203.5583333
Barley,Chhattisgarh,2023,860.00,625.22,727.00,1850,0.698907563,203.5583333
Barley,Delhi,2023,576130.03,4639003.34,11781.66,1850,0.629579832,203.5583333
Barley,Haryana,2023,11420.00,38656.70,3385.00,1850,0.630840336,203.5583333
Barley,Himachal Pradesh,2023,17189.00,29341.62,1707.00,1850,2.242352941,203.5583333
Barley,Jammu And Kashmir,2023,437397.74,3860415.19,11240.75,1850,2.904369748,203.5583333
Barley,Ladakh,2023,546651.34,4473564.14,11666.73,1850,1.112941176,203.5583333
Barley,Madhya Pradesh,2023,19000.00,32965.00,1735.00,1850,0.426134454,203.5583333
Barley,Punjab,2023,5200.00,20191.60,3883.00,1850,0.938151261,203.5583333
Barley,Rajasthan,2023,285063.00,1027081.99,3603.00,1850,0.375630252,203.5583333
Barley,Sikkim,2023,308156.84,3135094.32,10736.85,1850,5.023529412,203.5583333
Barley,Uttar Pradesh,2023,171000.00,445260.06,2604.00,1850,0.375966387,203.5583333
Barley,Uttarakhand,2023,18463.00,26235.92,1421.00,1850,1.416218487,203.5583333
Barley,West Bengal,2023,100.00,185.00,1850.00,1850,0.977394958,203.5583333
Castorseed,Andhra Pradesh,2023,66000.00,25410.00,385.00,6567,0.676806723,117.35
Castorseed,Assam,2023,1000.00,470.00,470.00,6560,2.051428571,117.35
Castorseed,Bihar,2023,93.00,90.68,975.00,6523,0.294453782,117.35
Castorseed,Gujarat,2023,724768.00,1551718.81,2141.00,2124,0.169327731,117.35
Castorseed,Haryana,2023,1260.00,994.14,789.00,6567,0.630840336,117.35
Castorseed,Jharkhand,2023,9.00,4.46,496.00,6567,0.552773109,117.35
Castorseed,Karnataka,2023,3000.00,720.00,240.00,6567,0.374705882,117.35
Castorseed,Madhya Pradesh,2023,1000.00,482.00,482.00,6567,0.426134454,117.35
Castorseed,Maharashtra,2023,3570.00,1074.57,301.00,6567,0.362352941,117.35
Castorseed,Meghalaya,2023,416810.38,3457245.76,9333.25,2122,2.375966387,117.35
Castorseed,Nagaland,2023,477136.12,3795803.61,9568.46,2124,1.386806723,117.35
Castorseed,Odisha,2023,7050.00,4476.75,635.00,6567,1.049747899,117.35
Castorseed,Rajasthan,2023,222924.00,324354.42,1455.00,6480,0.375630252,117.35
Castorseed,Tamil Nadu,2023,5190.00,1608.90,310.00,6567,0.782016807,117.35
Castorseed,Telangana,2023,2000.00,2000.00,1000.00,6516,0.818991597,117.35
Cotton,Andhra Pradesh,2023,422000.00,724847.06,292.00,7020,0.676806723,163.9166667
Cotton,Assam,2023,1000.00,511.76,87.00,7020,2.051428571,163.9166667
Cotton,Chhattisgarh,2023,4720.00,9162.35,330.00,7020,0.698907563,163.9166667
Cotton,Gujarat,2023,2683324.00,9060164.56,574.00,7020,0.169327731,163.9166667
Cotton,Haryana,2023,577680.00,1508764.24,444.00,7020,0.630840336,163.9166667
Cotton,Karnataka,2023,739000.00,2047465.00,471.00,7020,0.374705882,163.9166667
Cotton,Kerala,2023,6.50,107.25,2805.00,7020,1.378403361,163.9166667
Cotton,Madhya Pradesh,2023,630000.00,1801059.00,486.00,7020,0.426134454,163.9166667
Cotton,Maharashtra,2023,4234470.00,8045493.00,323.00,7020,0.362352941,163.9166667
Cotton,Meghalaya,2023,230943.56,655348.20,3736.28,7020,2.375966387,163.9166667
Cotton,Mizoram,2023,294718.39,297433.50,3487.63,7020,1.330252101,163.9166667
Cotton,Nagaland,2023,291269.30,316790.35,3501.08,7020,1.386806723,163.9166667
Cotton,Odisha,2023,216310.00,704916.12,554.00,7020,1.049747899,163.9166667
Cotton,Puducherry,2023,330193.27,98342.73,3349.32,7020,0.748571429,163.9166667
Cotton,Punjab,2023,213800.00,628823.53,500.00,7020,0.938151261,163.9166667
Cotton,Rajasthan,2023,1003790.00,2621663.29,444.00,7020,0.375630252,163.9166667
Cotton,Tamil Nadu,2023,129660.00,278387.65,365.00,7020,0.782016807,163.9166667
Cotton,Telangana,2023,1818000.00,5079705.88,475.00,7020,0.818991597,163.9166667
Cotton,Tripura,2023,286077.73,345926.29,3521.32,7020,1.471932773,163.9166667
Cotton,Uttar Pradesh,2023,3000.00,6741.18,382.00,7020,0.375966387,163.9166667
Cotton,West Bengal,2023,90.00,454.76,859.00,7020,0.977394958,163.9166667
Gram,Andhra Pradesh,2023,303000.00,321483.00,1061.00,5440,0.676806723,175.85
Gram,Assam,2023,2000.00,1496.00,748.00,5440,2.051428571,175.85
Gram,Bihar,2023,52204.00,54553.18,1045.00,5440,0.294453782,175.85
Gram,Chhattisgarh,2023,270500.00,226138.00,836.00,5440,0.698907563,175.85
Gram,Delhi,2023,410143.04,1373619.85,1281.05,5440,0.629579832,175.85
Gram,Gujarat,2023,630707.00,1105336.46,1753.00,5440,0.169327731,175.85
Gram,Haryana,2023,26630.00,27482.16,1032.00,5440,0.630840336,175.85
Gram,Himachal Pradesh,2023,210.00,228.90,1090.00,5440,2.242352941,175.85
Gram,Jammu And Kashmir,2023,271410.75,595031.70,740.14,5440,2.904369748,175.85
Gram,Jharkhand,2023,213696.00,251947.58,1179.00,5440,0.552773109,175.85
Gram,Karnataka,2023,593000.00,397903.00,671.00,5440,0.374705882,175.85
Gram,Madhya Pradesh,2023,2110000.00,3186100.00,1510.00,5440,0.426134454,175.85
Gram,Maharashtra,2023,2668760.00,2860910.72,1072.00,5440,0.362352941,175.85
Gram,Manipur,2023,402686.24,1331771.10,1251.98,5440,0.751848739,175.85
Gram,Meghalaya,2023,303636.41,775887.35,865.79,5440,2.375966387,175.85
Gram,Nagaland,2023,363962.15,1114445.20,1100.99,5440,1.386806723,175.85
Gram,Odisha,2023,37750.00,28803.25,763.00,5440,1.049747899,175.85
Gram,Punjab,2023,2000.00,2500.00,1250.00,5440,0.938151261,175.85
Gram,Rajasthan,2023,1814034.00,2234889.89,1232.00,5440,0.375630252,175.85
Gram,Tamil Nadu,2023,3350.00,3108.80,928.00,5440,0.782016807,175.85
Gram,Telangana,2023,103000.00,150174.00,1458.00,5440,0.818991597,175.85
Gram,Tripura,2023,358770.58,1085309.26,1080.75,5440,1.471932773,175.85
Gram,Uttar Pradesh,2023,584000.00,669264.00,1146.00,5440,0.375966387,175.85
Gram,Uttarakhand,2023,812.00,642.29,791.00,5440,1.416218487,175.85
Gram,West Bengal,2023,39012.00,49740.30,1275.00,5440,0.977394958,175.85
Groundnut,Andaman And Nicobar Islands,2023,446988.27,1421234.22,937.75,6377,0,198.9583333
Groundnut,Andhra Pradesh,2023,312000.00,356210.00,1142.00,6377,0.676806723,198.9583333
Groundnut,Arunachal Pradesh,2023,258948.87,365926.58,204.59,6377,3.083277311,198.9583333
Groundnut,Bihar,2023,688.00,702.45,1021.00,6377,0.294453782,198.9583333
Groundnut,Chhattisgarh,2023,23320.00,35096.60,1505.00,6377,0.698907563,198.9583333
Groundnut,Goa,2023,445578.91,1413324.66,932.25,6377,0.023109244,198.9583333
Groundnut,Gujarat,2023,1694419.00,4642455.58,2740.00,6377,0.169327731,198.9583333
Groundnut,Haryana,2023,4620.00,4924.92,1066.00,6377,0.630840336,198.9583333
Groundnut,Himachal Pradesh,2023,34.00,32.40,953.00,6377,2.242352941,198.9583333
Groundnut,Jharkhand,2023,22972.00,28048.81,1221.00,6377,0.552773109,198.9583333
Groundnut,Karnataka,2023,408000.00,369208.00,905.00,6377,0.374705882,198.9583333
Groundnut,Kerala,2023,142.29,205.73,1446.00,6377,1.378403361,198.9583333
Groundnut,Madhya Pradesh,2023,476000.00,991172.00,2082.00,6377,0.426134454,198.9583333
Groundnut,Maharashtra,2023,213960.00,254280.96,1188.00,6377,0.362352941,198.9583333
Groundnut,Manipur,2023,401135.37,1163900.34,758.97,6377,0.751848739,198.9583333
Groundnut,Nagaland,2023,362411.28,946574.44,607.99,6377,1.386806723,198.9583333
Groundnut,Odisha,2023,40640.00,79095.90,1946.00,6377,1.049747899,198.9583333
Groundnut,Puducherry,2023,401335.25,1165022.06,759.75,6377,0.748571429,198.9583333
Groundnut,Punjab,2023,1600.00,2784.00,1740.00,6377,0.938151261,198.9583333
Groundnut,Rajasthan,2023,883694.00,2015706.01,2281.00,6377,0.375630252,198.9583333
Groundnut,Tamil Nadu,2023,328510.00,879985.01,2679.00,6377,0.782016807,198.9583333
Groundnut,Telangana,2023,95000.00,221950.00,2336.00,6377,0.818991597,198.9583333
Groundnut,Tripura,2023,357219.71,917438.50,587.75,6377,1.471932773,198.9583333
Groundnut,Uttar Pradesh,2023,126000.00,147672.00,1172.00,6377,0.375966387,198.9583333
Groundnut,Uttarakhand,2023,386.00,616.06,1596.00,6377,1.416218487,198.9583333
Groundnut,West Bengal,2023,81827.00,249770.12,3052.00,6377,0.977394958,198.9583333
Guarseed,Gujarat,2023,389820.05,1565375.86,1164.38,6387,0.169327731,171.2583333
Guarseed,Haryana,2023,361673.85,1407414.79,1054.64,6393,0.630840336,171.2583333
Guarseed,Punjab,2023,342931.92,1302232.04,981.57,6446,0.938151261,171.2583333
Guarseed,Rajasthan,2023,377238.31,1494765.07,1115.33,6393,0.375630252,171.2583333
Guarseed,Uttar Pradesh,2023,377217.81,1494650.02,1115.25,6393,0.375966387,171.2583333
Jowar,Andhra Pradesh,2023,103000.00,367105.00,3564.00,3180,0.676806723,219.425
Jowar,Bihar,2023,747.00,797.05,1067.00,3180,0.294453782,219.425
Jowar,Chhattisgarh,2023,780.00,653.64,838.00,3180,0.698907563,219.425
Jowar,Delhi,2023,550614.34,4018736.94,9827.38,3180,0.629579832,219.425
Jowar,Gujarat,2023,42535.00,56830.36,1336.00,3180,0.169327731,219.425
Jowar,Haryana,2023,19240.00,10139.48,527.00,3180,0.630840336,219.425
Jowar,Jharkhand,2023,791.00,858.24,1085.00,3180,0.552773109,219.425
Jowar,Karnataka,2023,753000.00,917172.00,1218.00,3180,0.374705882,219.425
Jowar,Kerala,2023,976.65,538.49,551.00,3180,1.378403361,219.425
Jowar,Madhya Pradesh,2023,87000.00,151696.00,1744.00,3180,0.426134454,219.425
Jowar,Maharashtra,2023,1759390.00,1887162.40,1073.00,3180,0.362352941,219.425
Jowar,Nagaland,2023,504433.45,3759562.29,9647.32,3180,1.386806723,219.425
Jowar,Odisha,2023,7100.00,5580.60,786.00,3180,1.049747899,219.425
Jowar,Puducherry,2023,543357.41,3978009.91,9799.08,3180,0.748571429,219.425
Jowar,Rajasthan,2023,509278.00,451220.31,886.00,3180,0.375630252,219.425
Jowar,Tamil Nadu,2023,353920.00,254302.54,719.00,3180,0.782016807,219.425
Jowar,Telangana,2023,106000.00,172328.00,1626.00,3180,0.818991597,219.425
Jowar,Uttar Pradesh,2023,289000.00,462400.00,1600.00,3180,0.375966387,219.425
Jowar,West Bengal,2023,135.00,81.00,600.00,3180,0.977394958,219.425
Jute,Assam,2023,55000.00,665194.44,2177.00,5050,2.051428571,245.5166667
Jute,Bihar,2023,52997.00,785238.88,2667.00,5050,0.294453782,245.5166667
Jute,Meghalaya,2023,413440.51,2634233.51,6944.60,5050,2.375966387,245.5166667
Jute,Nagaland,2023,473766.25,2972791.36,7179.81,5050,1.386806723,245.5166667
Jute,Odisha,2023,2780.00,40464.44,2620.00,5050,1.049747899,245.5166667
Jute,Tripura,2023,468574.68,2943655.43,7159.57,5050,1.471932773,245.5166667
Jute,West Bengal,2023,479181.00,7704165.63,2894.00,5050,0.977394958,245.5166667
Jute & Mesta,Andhra Pradesh,2023,1000.00,11950.00,2151.00,2095,0.676806723,171.2583333
Jute & Mesta,Assam,2023,58000.00,684911.11,2126.00,2095,2.051428571,171.2583333
Jute & Mesta,Bihar,2023,66687.00,985721.32,2661.00,2095,0.294453782,171.2583333
Jute & Mesta,Chhattisgarh,2023,310.00,676.83,393.00,6478,0.698907563,171.2583333
Jute & Mesta,Meghalaya,2023,255244.09,810113.71,639.68,6469,2.375966387,171.2583333
Jute & Mesta,Nagaland,2023,315569.83,1148671.57,874.88,6443,1.386806723,171.2583333
Jute & Mesta,Odisha,2023,6420.00,58583.55,1643.00,5056,1.049747899,171.2583333
Jute & Mesta,Tripura,2023,310378.26,1119535.63,854.64,6449,1.471932773,171.2583333
Jute & Mesta,West Bengal,2023,491058.00,7865692.83,2883.00,2095,0.977394958,171.2583333
Lentil,Arunachal Pradesh,2023,246764.53,158998.25,472.00,6425,3.083277311,191.35
Lentil,Assam,2023,25000.00,19575.00,783.00,6425,2.051428571,191.35
Lentil,Bihar,2023,134436.00,113060.68,841.00,6425,0.294453782,191.35
Lentil,Chhattisgarh,2023,14020.00,5860.36,418.00,6425,0.698907563,191.35
Lentil,Haryana,2023,100.00,86.40,864.00,6425,0.630840336,191.35
Lentil,Himachal Pradesh,2023,220.00,301.18,1369.00,6425,2.242352941,191.35
Lentil,Jharkhand,2023,49330.00,44150.35,895.00,6425,0.552773109,191.35
Lentil,Ladakh,2023,366929.14,833381.57,3.49,6425,1.112941176,191.35
Lentil,Madhya Pradesh,2023,712000.00,818800.00,1150.00,6425,0.426134454,191.35
Lentil,Manipur,2023,388951.04,956972.01,82.37,6425,0.751848739,191.35
Lentil,Nagaland,2023,350226.94,739646.11,68.61,6425,1.386806723,191.35
Lentil,Odisha,2023,14960.00,7868.96,526.00,6425,1.049747899,191.35
Lentil,Punjab,2023,500.00,368.50,737.00,6425,0.938151261,191.35
Lentil,Rajasthan,2023,25282.00,30692.35,1214.00,6425,0.375630252,191.35
Lentil,Tripura,2023,345035.37,710510.18,88.85,6425,1.471932773,191.35
Lentil,Uttar Pradesh,2023,568000.00,549824.00,968.00,6425,0.375966387,191.35
Lentil,Uttarakhand,2023,9801.00,8311.25,848.00,6425,1.416218487,191.35
Lentil,West Bengal,2023,157810.00,152286.65,965.00,6425,0.977394958,191.35
Linseed,Assam,2023,5000.00,3090.00,618.00,6706,2.051428571,187.7416667
Linseed,Bihar,2023,5741.00,4879.85,850.00,6687,0.294453782,187.7416667
Linseed,Chhattisgarh,2023,8440.00,2818.96,334.00,6711,0.698907563,187.7416667
Linseed,Himachal Pradesh,2023,125.00,48.75,390.00,6711,2.242352941,187.7416667
Linseed,Jammu And Kashmir,2023,481499.26,4864255.78,14422.39,2138,2.904369748,187.7416667
Linseed,Jharkhand,2023,24477.00,14270.09,583.00,6705,0.552773109,187.7416667
Linseed,Karnataka,2023,200.00,76.00,380.00,6711,0.374705882,187.7416667
Linseed,Madhya Pradesh,2023,48000.00,36096.00,752.00,6699,0.426134454,187.7416667
Linseed,Maharashtra,2023,7160.00,3401.00,475.00,6711,0.362352941,187.7416667
Linseed,Meghalaya,2023,513724.92,5045111.43,14548.04,2138,2.375966387,187.7416667
Linseed,Nagaland,2023,574050.66,5383669.28,14783.25,2138,1.386806723,187.7416667
Linseed,Odisha,2023,7890.00,3881.88,492.00,6711,1.049747899,187.7416667
Linseed,Rajasthan,2023,10463.00,11404.67,1090.00,6633,0.375630252,187.7416667
Linseed,Uttar Pradesh,2023,55000.00,35585.00,647.00,6705,0.375966387,187.7416667
Linseed,West Bengal,2023,3215.00,1253.85,390.00,6711,0.977394958,187.7416667
Maize,Andaman And Nicobar Islands,2023,583297.21,4306338.65,10146.09,2090,0,187.0833333
Maize,Andhra Pradesh,2023,291000.00,1732237.00,5953.00,2090,0.676806723,187.0833333
Maize,Arunachal Pradesh,2023,395257.81,3251031.01,9412.94,2090,3.083277311,187.0833333
Maize,Assam,2023,102000.00,403635.00,3957.00,2090,2.051428571,187.0833333
Maize,Bihar,2023,728067.00,4612673.42,6336.00,2090,0.294453782,187.0833333
Maize,Chandigarh,2023,505603.03,3870306.28,9843.17,2090,1.27394958,187.0833333
Maize,Chhattisgarh,2023,129710.00,411440.12,3172.00,2090,0.698907563,187.0833333
Maize,Delhi,2023,544901.11,4090853.52,9996.39,2090,0.629579832,187.0833333
Maize,Gujarat,2023,404133.00,904990.41,2239.00,2090,0.169327731,187.0833333
Maize,Haryana,2023,4980.00,18351.30,3685.00,2090,0.630840336,187.0833333
Maize,Himachal Pradesh,2023,253029.00,704432.74,2784.00,2090,2.242352941,187.0833333
Maize,Jammu And Kashmir,2023,406168.82,3312265.37,9455.48,2090,2.904369748,187.0833333
Maize,Jharkhand,2023,244662.00,537455.82,2197.00,2090,0.552773109,187.0833333
Maize,Karnataka,2023,1940000.00,5490089.00,2830.00,2090,0.374705882,187.0833333
Maize,Kerala,2023,210.18,536.62,2553.00,2090,1.378403361,187.0833333
Maize,Madhya Pradesh,2023,1540000.00,4328580.00,2811.00,2090,0.426134454,187.0833333
Maize,Maharashtra,2023,1304920.00,2397838.75,1838.00,2090,0.362352941,187.0833333
Maize,Manipur,2023,537444.32,4049004.77,9967.32,2090,0.751848739,187.0833333
Maize,Meghalaya,2023,438394.48,3493121.01,9581.13,2090,2.375966387,187.0833333
Maize,Mizoram,2023,502169.31,3851035.72,9829.78,2090,1.330252101,187.0833333
Maize,Nagaland,2023,498720.22,3831678.87,9816.33,2090,1.386806723,187.0833333
Maize,Odisha,2023,85920.00,264676.01,3080.00,2090,1.049747899,187.0833333
Maize,Punjab,2023,95100.00,368037.00,3870.00,2090,0.938151261,187.0833333
Maize,Rajasthan,2023,879952.00,2159973.08,2455.00,2090,0.375630252,187.0833333
Maize,Sikkim,2023,276927.93,2586944.50,8951.58,2090,5.023529412,187.0833333
Maize,Tamil Nadu,2023,455690.00,3056648.23,6708.00,2090,0.782016807,187.0833333
Maize,Telangana,2023,486000.00,2668140.00,5490.00,2090,0.818991597,187.0833333
Maize,Tripura,2023,493528.65,3802542.93,9796.09,2090,1.471932773,187.0833333
Maize,Uttar Pradesh,2023,891000.00,1977442.00,2219.00,2090,0.375966387,187.0833333
Maize,Uttarakhand,2023,16924.00,41119.20,2430.00,2090,1.416218487,187.0833333
Maize,West Bengal,2023,392646.00,2678030.42,6820.00,2090,0.977394958,187.0833333
Mesta,Andhra Pradesh,2023,1000.00,11950.00,2151.00,2095,0.676806723,172.225
Mesta,Assam,2023,3000.00,19716.67,1183.00,6394,2.051428571,172.225
Mesta,Bihar,2023,13690.00,200482.44,2636.00,2095,0.294453782,172.225
Mesta,Chhattisgarh,2023,310.00,676.83,393.00,6502,0.698907563,172.225
Mesta,Meghalaya,2023,492361.73,4695092.97,13398.53,2095,2.375966387,172.225
Mesta,Nagaland,2023,552687.47,5033650.83,13633.73,2095,1.386806723,172.225
Mesta,Odisha,2023,3640.00,18119.11,896.00,6467,1.049747899,172.225
Mesta,Tripura,2023,547495.90,5004514.89,13613.49,2095,1.471932773,172.225
Mesta,West Bengal,2023,11877.00,161527.20,2448.00,2095,0.977394958,172.225
Moong,Andaman And Nicobar Islands,2023,352079.45,465367.58,5122.41,8558,0,186.4333333
Moong,Andhra Pradesh,2023,61000.00,54658.00,896.00,8558,0.676806723,186.4333333
