Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI
Soybean,West Bengal,2022,235,192,817,4300,4.293156425,264.05
Sugarcane,Andaman And Nicobar Islands,2022,125.75,2986.56,23750,305,0,202.375
Sugarcane,Andhra Pradesh,2022,40000,2955720,73893,305,2.964078212,202.375
Sugarcane,Arunachal Pradesh,2022,2160,46569.6,21560,305,7.982486034,202.375
Sugarcane,Assam,2022,29000,1264066.5,43589,305,6.531815642,202.375
Sugarcane,Bihar,2022,210179,12742627.32,60627,305,2.71952514,202.375
Sugarcane,Chhattisgarh,2022,41980,2388242.2,56890,305,3.823044693,202.375
Sugarcane,Goa,2022,491,30496.01,62110,305,9.786089385,202.375
Sugarcane,Gujarat,2022,181070,13461468.08,74344,305,2.550865922,202.375
Sugarcane,Haryana,2022,107750,8860498,82232,305,1.895642458,202.375
Sugarcane,Himachal Pradesh,2022,1440,22233.6,15440,305,3.112765363,202.375
Sugarcane,Jammu And Kashmir,2022,233,273.78,1175,305,3.155307263,202.375
Sugarcane,Karnataka,2022,659400,59346000,90000,305,4.063882682,202.375
Sugarcane,Kerala,2022,931,101236.94,108740,305,7.651480447,202.375
Sugarcane,Madhya Pradesh,2022,92000,6443680,70040,305,3.631955307,202.375
Sugarcane,Maharashtra,2022,1359300,123968160,91200,305,3.789162011,202.375
Sugarcane,Manipur,2022,5030,289511.71,57557,305,4.043072626,202.375
Sugarcane,Meghalaya,2022,121,365.06,3017,305,14.45391061,202.375
Sugarcane,Mizoram,2022,1464,41372.64,28260,305,5.506089385,202.375
Sugarcane,Nagaland,2022,2490,108489.3,43570,305,4.46226257,202.375
Sugarcane,Odisha,2022,7330,394214.73,53781,305,3.92849162,202.375
Sugarcane,Puducherry,2022,1343,161160,120000,305,3.568184358,202.375
Sugarcane,Punjab,2022,90300,7506006.9,83123,305,1.930083799,202.375
Sugarcane,Rajasthan,2022,3527,310219.05,87956,305,1.772821229,202.375
Sugarcane,Tamil Nadu,2022,158970,17658387.6,111080,305,3.137206704,202.375
Sugarcane,Telangana,2022,28000,2942716,105097,305,3.68896648,202.375
Sugarcane,Tripura,2022,680,37888.24,55718,305,5.528379888,202.375
Sugarcane,Uttar Pradesh,2022,2794550,224245870.2,80244,305,2.327988827,202.375
Sugarcane,Uttarakhand,2022,47000,3760000,80000,305,4.435363128,202.375
Sugarcane,West Bengal,2022,18452,1442891.04,78197,305,4.293156425,202.375
Sunflower,Andhra Pradesh,2022,21000,17508,834,6400,2.964078212,181.575
Sunflower,Arunachal Pradesh,2022,683,570.99,836,6400,7.982486034,181.575
Sunflower,Bihar,2022,6340,8997.58,1419,6400,2.71952514,181.575
Sunflower,Chhattisgarh,2022,30,15.84,528,6400,3.823044693,181.575
Sunflower,Gujarat,2022,1830,2137.44,1168,6400,2.550865922,181.575
Sunflower,Haryana,2022,14160,24723.36,1746,6400,1.895642458,181.575
Sunflower,Jharkhand,2022,268,164.57,614,6400,2.874944134,181.575
Sunflower,Karnataka,2022,246000,234867,955,6400,4.063882682,181.575
Sunflower,Kerala,2022,8,9,1125,6400,7.651480447,181.575
Sunflower,Maharashtra,2022,29900,14877.7,498,6400,3.789162011,181.575
Sunflower,Nagaland,2022,210,190.05,905,6400,4.46226257,181.575
Sunflower,Odisha,2022,18210,22873.12,1256,6400,3.92849162,181.575
Sunflower,Punjab,2022,1500,2610,1740,6400,1.930083799,181.575
Sunflower,Tamil Nadu,2022,9640,10117.52,1050,6400,3.137206704,181.575
Sunflower,Telangana,2022,8000,14920,1865,6400,3.68896648,181.575
Sunflower,Uttar Pradesh,2022,2000,2730,1365,6400,2.327988827,181.575
Sunflower,West Bengal,2022,4671,5824.74,1247,6400,4.293156425,181.575
Tobacco,Andhra Pradesh,2022,58000,118088,2036,2124.48,2.964078212,113.6
Tobacco,Assam,2022,100,66.5,665,5961.7,6.531815642,113.6
Tobacco,Bihar,2022,10324,18139.27,1757,2163.36,2.71952514,113.6
Tobacco,Chhattisgarh,2022,30,17.37,579,5961.7,3.823044693,113.6
Tobacco,Gujarat,2022,192850,447219.15,2319,2066.08,2.550865922,113.6
Tobacco,Karnataka,2022,76000,56544,744,5961.7,4.063882682,113.6
Tobacco,Kerala,2022,7,10,1429,5897.85,7.651480447,113.6
Tobacco,Maharashtra,2022,500,818,1636,4711.02,3.789162011,113.6
Tobacco,Meghalaya,2022,810,754.92,932,5952.6,14.45391061,113.6
Tobacco,Mizoram,2022,286,271.7,950,5954,5.506089385,113.6
Tobacco,Odisha,2022,20,20,1000,5915.65,3.92849162,113.6
Tobacco,Tamil Nadu,2022,2100,3202.5,1525,5633.6,3.137206704,113.6
Tobacco,Telangana,2022,3000,8553,2851,2124.48,3.68896648,113.6
Tobacco,Uttar Pradesh,2022,23000,93426,4062,2124.48,2.327988827,113.6
Tobacco,West Bengal,2022,12315,22733.49,1846,2084.33,4.293156425,113.6
Tur,Andaman And Nicobar Islands,2022,1,0.3,300,6600,0,183.0833333
Tur,Andhra Pradesh,2022,242000,78166,323,6600,2.964078212,183.0833333
Tur,Arunachal Pradesh,2022,884,785.88,889,6600,7.982486034,183.0833333
Tur,Assam,2022,6000,5190,865,6600,6.531815642,183.0833333
Tur,Bihar,2022,13012,24319.43,1869,6600,2.71952514,183.0833333
Tur,Chhattisgarh,2022,39870,27550.17,691,6600,3.823044693,183.0833333
Tur,Gujarat,2022,243770,283504.51,1163,6600,2.550865922,183.0833333
Tur,Haryana,2022,380,448.4,1180,6600,1.895642458,183.0833333
Tur,Himachal Pradesh,2022,13,11.31,870,6600,3.112765363,183.0833333
Tur,Jharkhand,2022,184029,210529.18,1144,6600,2.874944134,183.0833333
Tur,Karnataka,2022,1220000,855220,701,6600,4.063882682,183.0833333
Tur,Kerala,2022,128,215.04,1680,6600,7.651480447,183.0833333
Tur,Madhya Pradesh,2022,166000,126492,762,6600,3.631955307,183.0833333
Tur,Maharashtra,2022,1175800,925354.6,787,6600,3.789162011,183.0833333
Tur,Manipur,2022,530,519.93,981,6600,4.043072626,183.0833333
Tur,Meghalaya,2022,1214,1584.27,1305,6600,14.45391061,183.0833333
Tur,Mizoram,2022,335,361.8,1080,6600,5.506089385,183.0833333
Tur,Nagaland,2022,663,629.85,950,6600,4.46226257,183.0833333
Tur,Odisha,2022,133810,142106.22,1062,6600,3.92849162,183.0833333
Tur,Punjab,2022,1200,1328.4,1107,6600,1.930083799,183.0833333
Tur,Rajasthan,2022,6332,5692.47,899,6600,1.772821229,183.0833333
Tur,Tamil Nadu,2022,43590,45290.01,1039,6600,3.137206704,183.0833333
Tur,Telangana,2022,229000,201978,882,6600,3.68896648,183.0833333
Tur,Tripura,2022,4292,3420.72,797,6600,5.528379888,183.0833333
Tur,Uttar Pradesh,2022,350000,363650,1039,6600,2.327988827,183.0833333
Tur,Uttarakhand,2022,3000,2982,994,6600,4.435363128,183.0833333
Tur,West Bengal,2022,2581,4201.87,1628,6600,4.293156425,183.0833333
Urad,Andaman And Nicobar Islands,2022,331.4,119.3,360,6600,0,179.3583333
Urad,Andhra Pradesh,2022,345000,430870,1249,6600,2.964078212,179.3583333
Urad,Arunachal Pradesh,2022,2699,2590.66,960,6600,7.982486034,179.3583333
Urad,Assam,2022,54000,34830,645,6600,6.531815642,179.3583333
Urad,Bihar,2022,5835,5566.59,954,6600,2.71952514,179.3583333
Urad,Chhattisgarh,2022,70380,25890.36,368,6600,3.823044693,179.3583333
Urad,Gujarat,2022,116970,84922.06,726,6600,2.550865922,179.3583333
Urad,Haryana,2022,140,74.06,529,6600,1.895642458,179.3583333
Urad,Himachal Pradesh,2022,5841,4199.68,719,6600,3.112765363,179.3583333
Urad,Jammu And Kashmir,2022,9732,3145.42,323,6600,3.155307263,179.3583333
Urad,Jharkhand,2022,112750,99896.5,886,6600,2.874944134,179.3583333
Urad,Karnataka,2022,71000,33105,466,6600,4.063882682,179.3583333
Urad,Kerala,2022,344,275.98,802,6600,7.651480447,179.3583333
Urad,Madhya Pradesh,2022,1309000,850169,649,6600,3.631955307,179.3583333
Urad,Maharashtra,2022,358300,225696,630,6600,3.789162011,179.3583333
Urad,Manipur,2022,1290,1279.68,992,6600,4.043072626,179.3583333
Urad,Nagaland,2022,310,255.13,823,6600,4.46226257,179.3583333
Urad,Odisha,2022,85020,32461.73,382,6600,3.92849162,179.3583333
Urad,Puducherry,2022,536,293.4,547,6600,3.568184358,179.3583333
Urad,Punjab,2022,1300,543.4,418,6600,1.930083799,179.3583333
Urad,Rajasthan,2022,321902,135204.48,420,6600,1.772821229,179.3583333
Urad,Sikkim,2022,2743,2589.39,944,6600,10.0423743,179.3583333
Urad,Tamil Nadu,2022,396540,267850.08,675,6600,3.137206704,179.3583333
Urad,Telangana,2022,30000,36654,1222,6600,3.68896648,179.3583333
Urad,Tripura,2022,5907,4668.48,790,6600,5.528379888,179.3583333
Urad,Uttar Pradesh,2022,608000,282458,465,6600,2.327988827,179.3583333
Urad,Uttarakhand,2022,11000,11187,1017,6600,4.435363128,179.3583333
Urad,West Bengal,2022,74781,54263.08,726,6600,4.293156425,179.3583333
Wheat,Arunachal Pradesh,2022,4018,7943.59,1977,2125,7.982486034,177.7666667
Wheat,Assam,2022,9000,11898,1322,2125,6.531815642,177.7666667
Wheat,Bihar,2022,2199496,6506109.17,2958,2125,2.71952514,177.7666667
Wheat,Chandigarh,2022,574,2695.22,4696,2125,3.379329609,177.7666667
Wheat,Chhattisgarh,2022,132860,189591.22,1427,2125,3.823044693,177.7666667
Wheat,Delhi,2022,17350,80677.5,4650,2125,1.867430168,177.7666667
Wheat,Gujarat,2022,1066568,3464212.86,3248,2125,2.550865922,177.7666667
Wheat,Haryana,2022,2323320,10928897.28,4704,2125,1.895642458,177.7666667
Wheat,Himachal Pradesh,2022,319480,591996.44,1853,2125,3.112765363,177.7666667
Wheat,Jammu And Kashmir,2022,284468,586573.02,2062,2125,3.155307263,177.7666667
Wheat,Jharkhand,2022,204399,438640.25,2146,2125,2.874944134,177.7666667
Wheat,Karnataka,2022,146000,200458,1373,2125,4.063882682,177.7666667
Wheat,Ladakh,2022,4463.05,6931.12,1553,2125,1.024581006,177.7666667
Wheat,Madhya Pradesh,2022,7150000,22729850,3179,2125,3.631955307,177.7666667
Wheat,Maharashtra,2022,1218800,2374222.4,1948,2125,3.789162011,177.7666667
Wheat,Manipur,2022,2370,5879.97,2481,2125,4.043072626,177.7666667
Wheat,Meghalaya,2022,262,468.98,1790,2125,14.45391061,177.7666667
Wheat,Nagaland,2022,1398,2569.52,1838,2125,4.46226257,177.7666667
Wheat,Odisha,2022,220,340.56,1548,2125,3.92849162,177.7666667
Wheat,Punjab,2022,3534740,16782945.52,4748,2125,1.930083799,177.7666667
Wheat,Rajasthan,2022,2793866,10636247.86,3807,2125,1.772821229,177.7666667
Wheat,Sikkim,2022,93,107.42,1155,2125,10.0423743,177.7666667
Wheat,Telangana,2022,3000,6219,2073,2125,3.68896648,177.7666667
Wheat,Tripura,2022,21,43.01,2048,2125,5.528379888,177.7666667
Wheat,Uttar Pradesh,2022,9518600,33610176.6,3531,2125,2.327988827,177.7666667
Wheat,Uttarakhand,2022,285000,831060,2916,2125,4.435363128,177.7666667
Wheat,West Bengal,2022,180350,556920.8,3088,2125,4.293156425,177.7666667
Bajra,Andhra Pradesh,2023,23000,48208,2096,2500,0.676806723,229.0833333
Bajra,Bihar,2023,2651,3016.84,1138,2500,0.294453782,229.0833333
Bajra,Chhattisgarh,2023,140,58.24,416,2500,0.698907563,229.0833333
Bajra,Dadra And Nagar Haveli,2023,621346.2579,4923163.159,12272.5729,2500,0.08487395,229.0833333
Bajra,Delhi,2023,588126.3565,4736727.681,12143.05028,2500,0.629579832,229.0833333
Bajra,Gujarat,2023,519247,1303610.16,2511,2500,0.169327731,229.0833333
Bajra,Haryana,2023,527720,1136708.88,2154,2500,0.630840336,229.0833333
Bajra,Himachal Pradesh,2023,377,194.53,516,2500,2.242352941,229.0833333
Bajra,Jammu And Kashmir,2023,449394.0625,3958139.529,11602.14049,2500,2.904369748,229.0833333
Bajra,Jharkhand,2023,355,308.14,868,2500,0.552773109,229.0833333
Bajra,Karnataka,2023,128000,162560,1270,2500,0.374705882,229.0833333
Bajra,Kerala,2023,17.87,38.84,2173,2500,1.378403361,229.0833333
Bajra,Madhya Pradesh,2023,388000,832066,2145,2500,0.426134454,229.0833333
Bajra,Maharashtra,2023,399110,230439.41,577,2500,0.362352941,229.0833333
Bajra,Nagaland,2023,541945.4662,4477553.029,11962.99346,2500,1.386806723,229.0833333
Bajra,Odisha,2023,1800,1139.4,633,2500,1.049747899,229.0833333
Bajra,Puducherry,2023,580869.4327,4696000.647,12114.75592,2500,0.748571429,229.0833333
Bajra,Punjab,2023,700,549.5,785,2500,0.938151261,229.0833333
Bajra,Rajasthan,2023,4256594,4384291.82,1030,2500,0.375630252,229.0833333
Bajra,Tamil Nadu,2023,81600,237755.88,2914,2500,0.782016807,229.0833333
Bajra,Telangana,2023,5000,16855,3371,2500,0.818991597,229.0833333
Bajra,Uttar Pradesh,2023,1010000,2293710,2271,2500,0.375966387,229.0833333
Bajra,West Bengal,2023,65,26.98,415,2500,0.977394958,229.0833333
Barley,Bihar,2023,7240,11757.76,1624,1850,0.294453782,203.5583333
Barley,Chhattisgarh,2023,860,625.22,727,1850,0.698907563,203.5583333
Barley,Delhi,2023,576130.0298,4639003.341,11781.66139,1850,0.629579832,203.5583333
Barley,Haryana,2023,11420,38656.7,3385,1850,0.630840336,203.5583333
Barley,Himachal Pradesh,2023,17189,29341.62,1707,1850,2.242352941,203.5583333
Barley,Jammu And Kashmir,2023,437397.7357,3860415.19,11240.75159,1850,2.904369748,203.5583333
Barley,Ladakh,2023,546651.3392,4473564.145,11666.72555,1850,1.112941176,203.5583333
Barley,Madhya Pradesh,2023,19000,32965,1735,1850,0.426134454,203.5583333
Barley,Punjab,2023,5200,20191.6,3883,1850,0.938151261,203.5583333
Barley,Rajasthan,2023,285063,1027081.99,3603,1850,0.375630252,203.5583333
Barley,Sikkim,2023,308156.842,3135094.317,10736.84826,1850,5.023529412,203.5583333
Barley,Uttar Pradesh,2023,171000,445260.06,2604,1850,0.375966387,203.5583333
Barley,Uttarakhand,2023,18463,26235.92,1421,1850,1.416218487,203.5583333
Barley,West Bengal,2023,100,185,1850,1850,0.977394958,203.5583333
Castorseed,Andhra Pradesh,2023,66000,25410,385,6567.25,0.676806723,117.35
Castorseed,Assam,2023,1000,470,470,6559.8,2.051428571,117.35
Castorseed,Bihar,2023,93,90.68,975,6522.55,0.294453782,117.35
Castorseed,Gujarat,2023,724768,1551718.81,2141,2123.81,0.169327731,117.35
Castorseed,Haryana,2023,1260,994.14,789,6567.25,0.630840336,117.35
Castorseed,Jharkhand,2023,9,4.46,496,6567.25,0.552773109,117.35
Castorseed,Karnataka,2023,3000,720,240,6567.25,0.374705882,117.35
Castorseed,Madhya Pradesh,2023,1000,482,482,6567.25,0.426134454,117.35
Castorseed,Maharashtra,2023,3570,1074.57,301,6567.25,0.362352941,117.35
Castorseed,Meghalaya,2023,416810.3823,3457245.756,9333.252259,2122.38,2.375966387,117.35
Castorseed,Nagaland,2023,477136.1242,3795803.61,9568.459099,2123.81,1.386806723,117.35
Castorseed,Odisha,2023,7050,4476.75,635,6567.25,1.049747899,117.35
Castorseed,Rajasthan,2023,222924,324354.42,1455,6480.45,0.375630252,117.35
Castorseed,Tamil Nadu,2023,5190,1608.9,310,6567.25,0.782016807,117.35
Castorseed,Telangana,2023,2000,2000,1000,6516.45,0.818991597,117.35
Cotton,Andhra Pradesh,2023,422000,724847.06,292,7020,0.676806723,163.9166667
Cotton,Assam,2023,1000,511.76,87,7020,2.051428571,163.9166667
Cotton,Chhattisgarh,2023,4720,9162.35,330,7020,0.698907563,163.9166667
Cotton,Gujarat,2023,2683324,9060164.56,574,7020,0.169327731,163.9166667
Cotton,Haryana,2023,577680,1508764.24,444,7020,0.630840336,163.9166667
Cotton,Karnataka,2023,739000,2047465,471,7020,0.374705882,163.9166667
Cotton,Kerala,2023,6.5,107.25,2805,7020,1.378403361,163.9166667
Cotton,Madhya Pradesh,2023,630000,1801059,486,7020,0.426134454,163.9166667
Cotton,Maharashtra,2023,4234470,8045493,323,7020,0.362352941,163.9166667
Cotton,Meghalaya,2023,230943.5591,-655348.2038,-3736.284894,7020,2.375966387,163.9166667
Cotton,Mizoram,2023,294718.3898,-297433.5027,-3487.630241,7020,1.330252101,163.9166667
Cotton,Nagaland,2023,291269.301,-316790.3489,-3501.078054,7020,1.386806723,163.9166667
Cotton,Odisha,2023,216310,704916.12,554,7020,1.049747899,163.9166667
Cotton,Puducherry,2023,330193.2675,-98342.73119,-3349.315591,7020,0.748571429,163.9166667
Cotton,Punjab,2023,213800,628823.53,500,7020,0.938151261,163.9166667
Cotton,Rajasthan,2023,1003790,2621663.29,444,7020,0.375630252,163.9166667
Cotton,Tamil Nadu,2023,129660,278387.65,365,7020,0.782016807,163.9166667
Cotton,Telangana,2023,1818000,5079705.88,475,7020,0.818991597,163.9166667
Cotton,Tripura,2023,286077.7305,-345926.2853,-3521.31971,7020,1.471932773,163.9166667
Cotton,Uttar Pradesh,2023,3000,6741.18,382,7020,0.375966387,163.9166667
Cotton,West Bengal,2023,90,454.76,859,7020,0.977394958,163.9166667
Gram,Andhra Pradesh,2023,303000,321483,1061,5440,0.676806723,175.85
Gram,Assam,2023,2000,1496,748,5440,2.051428571,175.85
Gram,Bihar,2023,52204,54553.18,1045,5440,0.294453782,175.85
Gram,Chhattisgarh,2023,270500,226138,836,5440,0.698907563,175.85
Gram,Delhi,2023,410143.04,1373619.853,1281.05075,5440,0.629579832,175.85
Gram,Gujarat,2023,630707,1105336.46,1753,5440,0.169327731,175.85
Gram,Haryana,2023,26630,27482.16,1032,5440,0.630840336,175.85
Gram,Himachal Pradesh,2023,210,228.9,1090,5440,2.242352941,175.85
Gram,Jammu And Kashmir,2023,271410.7459,595031.7011,740.1409579,5440,2.904369748,175.85
Gram,Jharkhand,2023,213696,251947.58,1179,5440,0.552773109,175.85
Gram,Karnataka,2023,593000,397903,671,5440,0.374705882,175.85
Gram,Madhya Pradesh,2023,2110000,3186100,1510,5440,0.426134454,175.85
Gram,Maharashtra,2023,2668760,2860910.72,1072,5440,0.362352941,175.85
Gram,Manipur,2023,402686.2433,1331771.099,1251.977099,5440,0.751848739,175.85
Gram,Meghalaya,2023,303636.4077,775887.3457,865.7870891,5440,2.375966387,175.85
Gram,Nagaland,2023,363962.1497,1114445.201,1100.993929,5440,1.386806723,175.85
Gram,Odisha,2023,37750,28803.25,763,5440,1.049747899,175.85
Gram,Punjab,2023,2000,2500,1250,5440,0.938151261,175.85
Gram,Rajasthan,2023,1814034,2234889.89,1232,5440,0.375630252,175.85
Gram,Tamil Nadu,2023,3350,3108.8,928,5440,0.782016807,175.85
Gram,Telangana,2023,103000,150174,1458,5440,0.818991597,175.85
Gram,Tripura,2023,358770.5791,1085309.264,1080.752274,5440,1.471932773,175.85
Gram,Uttar Pradesh,2023,584000,669264,1146,5440,0.375966387,175.85
Gram,Uttarakhand,2023,812,642.29,791,5440,1.416218487,175.85
Gram,West Bengal,2023,39012,49740.3,1275,5440,0.977394958,175.85
Groundnut,Andaman And Nicobar Islands,2023,446988.2686,1421234.221,937.7492663,6377,0,198.9583333
Groundnut,Andhra Pradesh,2023,312000,356210,1142,6377,0.676806723,198.9583333
Groundnut,Arunachal Pradesh,2023,258948.8669,365926.5789,204.5936996,6377,3.083277311,198.9583333
Groundnut,Bihar,2023,688,702.45,1021,6377,0.294453782,198.9583333
Groundnut,Chhattisgarh,2023,23320,35096.6,1505,6377,0.698907563,198.9583333
Groundnut,Goa,2023,445578.9083,1413324.663,932.2542463,6377,0.023109244,198.9583333
Groundnut,Gujarat,2023,1694419,4642455.58,2740,6377,0.169327731,198.9583333
Groundnut,Haryana,2023,4620,4924.92,1066,6377,0.630840336,198.9583333
Groundnut,Himachal Pradesh,2023,34,32.4,953,6377,2.242352941,198.9583333
Groundnut,Jharkhand,2023,22972,28048.81,1221,6377,0.552773109,198.9583333
Groundnut,Karnataka,2023,408000,369208,905,6377,0.374705882,198.9583333
Groundnut,Kerala,2023,142.29,205.73,1446,6377,1.378403361,198.9583333
Groundnut,Madhya Pradesh,2023,476000,991172,2082,6377,0.426134454,198.9583333
Groundnut,Maharashtra,2023,213960,254280.96,1188,6377,0.362352941,198.9583333
Groundnut,Manipur,2023,401135.3747,1163900.339,758.9712866,6377,0.751848739,198.9583333
Groundnut,Nagaland,2023,362411.2811,946574.4401,607.9881173,6377,1.386806723,198.9583333
Groundnut,Odisha,2023,40640,79095.9,1946,6377,1.049747899,198.9583333
Groundnut,Puducherry,2023,401335.2477,1165022.058,759.7505803,6377,0.748571429,198.9583333
Groundnut,Punjab,2023,1600,2784,1740,6377,0.938151261,198.9583333
Groundnut,Rajasthan,2023,883694,2015706.01,2281,6377,0.375630252,198.9583333
Groundnut,Tamil Nadu,2023,328510,879985.01,2679,6377,0.782016807,198.9583333
Groundnut,Telangana,2023,95000,221950,2336,6377,0.818991597,198.9583333
Groundnut,Tripura,2023,357219.7106,917438.5038,587.7464616,6377,1.471932773,198.9583333
Groundnut,Uttar Pradesh,2023,126000,147672,1172,6377,0.375966387,198.9583333
Groundnut,Uttarakhand,2023,386,616.06,1596,6377,1.416218487,198.9583333
Groundnut,West Bengal,2023,81827,249770.12,3052,6377,0.977394958,198.9583333
Guarseed,Gujarat,2023,389820.0521,1565375.857,1164.380732,6387.37,0.169327731,171.2583333
Guarseed,Haryana,2023,361673.8474,1407414.788,1054.640186,6392.76,0.630840336,171.2583333
Guarseed,Punjab,2023,342931.9191,1302232.044,981.5664104,6446.08,0.938151261,171.2583333
Guarseed,Rajasthan,2023,377238.3091,1494765.073,1115.32519,6392.76,0.375630252,171.2583333
Guarseed,Uttar Pradesh,2023,377217.8093,1494650.025,1115.245262,6392.76,0.375966387,171.2583333
Jowar,Andhra Pradesh,2023,103000,367105,3564,3180,0.676806723,219.425
Jowar,Bihar,2023,747,797.05,1067,3180,0.294453782,219.425
Jowar,Chhattisgarh,2023,780,653.64,838,3180,0.698907563,219.425
Jowar,Delhi,2023,550614.3381,4018736.945,9827.376149,3180,0.629579832,219.425
Jowar,Gujarat,2023,42535,56830.36,1336,3180,0.169327731,219.425
Jowar,Haryana,2023,19240,10139.48,527,3180,0.630840336,219.425
Jowar,Jharkhand,2023,791,858.24,1085,3180,0.552773109,219.425
Jowar,Karnataka,2023,753000,917172,1218,3180,0.374705882,219.425
Jowar,Kerala,2023,976.65,538.49,551,3180,1.378403361,219.425
Jowar,Madhya Pradesh,2023,87000,151696,1744,3180,0.426134454,219.425
Jowar,Maharashtra,2023,1759390,1887162.4,1073,3180,0.362352941,219.425
Jowar,Nagaland,2023,504433.4477,3759562.293,9647.319329,3180,1.386806723,219.425
Jowar,Odisha,2023,7100,5580.6,786,3180,1.049747899,219.425
Jowar,Puducherry,2023,543357.4142,3978009.91,9799.081792,3180,0.748571429,219.425
Jowar,Rajasthan,2023,509278,451220.31,886,3180,0.375630252,219.425
Jowar,Tamil Nadu,2023,353920,254302.54,719,3180,0.782016807,219.425
Jowar,Telangana,2023,106000,172328,1626,3180,0.818991597,219.425
Jowar,Uttar Pradesh,2023,289000,462400,1600,3180,0.375966387,219.425
Jowar,West Bengal,2023,135,81,600,3180,0.977394958,219.425
Jute,Assam,2023,55000,665194.44,2177,5050,2.051428571,245.5166667
Jute,Bihar,2023,52997,785238.88,2667,5050,0.294453782,245.5166667
Jute,Meghalaya,2023,413440.5107,2634233.509,6944.604185,5050,2.375966387,245.5166667
Jute,Nagaland,2023,473766.2526,2972791.364,7179.811025,5050,1.386806723,245.5166667
Jute,Odisha,2023,2780,40464.44,2620,5050,1.049747899,245.5166667
Jute,Tripura,2023,468574.6821,2943655.427,7159.56937,5050,1.471932773,245.5166667
Jute,West Bengal,2023,479181,7704165.63,2894,5050,0.977394958,245.5166667
Jute & Mesta,Andhra Pradesh,2023,1000,11950,2151,2094.71,0.676806723,171.2583333
Jute & Mesta,Assam,2023,58000,684911.11,2126,2094.71,2.051428571,171.2583333
Jute & Mesta,Bihar,2023,66687,985721.32,2661,2094.71,0.294453782,171.2583333
Jute & Mesta,Chhattisgarh,2023,310,676.83,393,6478.29,0.698907563,171.2583333
Jute & Mesta,Meghalaya,2023,255244.0894,810113.7114,639.6762536,6469.44,2.375966387,171.2583333
Jute & Mesta,Nagaland,2023,315569.8313,1148671.566,874.8830938,6443.21,1.386806723,171.2583333
Jute & Mesta,Odisha,2023,6420,58583.55,1643,5056.28,1.049747899,171.2583333
Jute & Mesta,Tripura,2023,310378.2608,1119535.63,854.6414381,6449.16,1.471932773,171.2583333
Jute & Mesta,West Bengal,2023,491058,7865692.83,2883,2094.71,0.977394958,171.2583333
Lentil,Arunachal Pradesh,2023,246764.5301,158998.2521,-472.0028541,6425,3.083277311,191.35
Lentil,Assam,2023,25000,19575,783,6425,2.051428571,191.35
Lentil,Bihar,2023,134436,113060.68,841,6425,0.294453782,191.35
Lentil,Chhattisgarh,2023,14020,5860.36,418,6425,0.698907563,191.35
Lentil,Haryana,2023,100,86.4,864,6425,0.630840336,191.35
Lentil,Himachal Pradesh,2023,220,301.18,1369,6425,2.242352941,191.35
Lentil,Jharkhand,2023,49330,44150.35,895,6425,0.552773109,191.35
Lentil,Ladakh,2023,366929.1441,833381.569,-3.487453301,6425,1.112941176,191.35
Lentil,Madhya Pradesh,2023,712000,818800,1150,6425,0.426134454,191.35
Lentil,Manipur,2023,388951.0379,956972.0118,82.3747328,6425,0.751848739,191.35
Lentil,Nagaland,2023,350226.9443,739646.1133,-68.60843643,6425,1.386806723,191.35
Lentil,Odisha,2023,14960,7868.96,526,6425,1.049747899,191.35
Lentil,Punjab,2023,500,368.5,737,6425,0.938151261,191.35
Lentil,Rajasthan,2023,25282,30692.35,1214,6425,0.375630252,191.35
Lentil,Tripura,2023,345035.3738,710510.1769,-88.85009212,6425,1.471932773,191.35
Lentil,Uttar Pradesh,2023,568000,549824,968,6425,0.375966387,191.35
Lentil,Uttarakhand,2023,9801,8311.25,848,6425,1.416218487,191.35
Lentil,West Bengal,2023,157810,152286.65,965,6425,0.977394958,191.35
Linseed,Assam,2023,5000,3090,618,6705.59,2.051428571,187.7416667
Linseed,Bihar,2023,5741,4879.85,850,6686.78,0.294453782,187.7416667
Linseed,Chhattisgarh,2023,8440,2818.96,334,6710.61,0.698907563,187.7416667
Linseed,Himachal Pradesh,2023,125,48.75,390,6710.84,2.242352941,187.7416667
Linseed,Jammu And Kashmir,2023,481499.255,4864255.782,14422.39355,2137.77,2.904369748,187.7416667
Linseed,Jharkhand,2023,24477,14270.09,583,6705.36,0.552773109,187.7416667
Linseed,Karnataka,2023,200,76,380,6710.61,0.374705882,187.7416667
Linseed,Madhya Pradesh,2023,48000,36096,752,6698.93,0.426134454,187.7416667
Linseed,Maharashtra,2023,7160,3401,475,6710.61,0.362352941,187.7416667
Linseed,Meghalaya,2023,513724.9169,5045111.426,14548.03968,2137.77,2.375966387,187.7416667
Linseed,Nagaland,2023,574050.6588,5383669.281,14783.24652,2137.77,1.386806723,187.7416667
Linseed,Odisha,2023,7890,3881.88,492,6710.61,1.049747899,187.7416667
Linseed,Rajasthan,2023,10463,11404.67,1090,6633.15,0.375630252,187.7416667
Linseed,Uttar Pradesh,2023,55000,35585,647,6705.36,0.375966387,187.7416667
Linseed,West Bengal,2023,3215,1253.85,390,6710.61,0.977394958,187.7416667
Maize,Andaman And Nicobar Islands,2023,583297.2114,4306338.65,10146.09454,2090,0,187.0833333
