Crop,State,Crop_Year,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,cost_of_prod,Harvest_Price
Small Millets,Tamil Nadu,2022,14880,17521.52,1178,5965,3.137206704,3711.77,4980.13
Small Millets,Telangana,2022,1000,1048,1048,5948.5,3.68896648,3733.85,4880.59
Small Millets,Tripura,2022,1052,1035.17,984,5952.75,5.528379888,3360.61,4595.62
Small Millets,Uttar Pradesh,2022,10000,7641,764,5995.55,2.327988827,3712.44,5152.91
Small Millets,Uttarakhand,2022,39000,61542,1578,4935.5,4.435363128,2846.72,4599.09
Small Millets,West Bengal,2022,587,282.93,482,5995.55,4.293156425,4324.17,7440.59
Soybean,Andhra Pradesh,2022,15000,27570,1838,4300,2.964078212,2284.77,2604.99
Soybean,Arunachal Pradesh,2022,3687,5231.85,1419,4300,7.982486034,2955.06,2873.39
Soybean,Bihar,2022,18132,17352.32,957,4300,2.71952514,2785.91,2694.17
Soybean,Chhattisgarh,2022,28320,27555.36,973,4300,3.823044693,2863,2764.28
Soybean,Gujarat,2022,221500,372563,1682,4300,2.550865922,2258.55,3092.87
Soybean,Himachal Pradesh,2022,429,338.91,790,4300,3.112765363,2806.61,3450.94
Soybean,Jharkhand,2022,1150,922.3,802,4300,2.874944134,2805.86,3689.84
Soybean,Karnataka,2022,460000,544640,1184,4300,4.063882682,2818.17,2950.305
Soybean,Madhya Pradesh,2022,5974000,5788806,969,4300,3.631955307,2257,3570.1955
Soybean,Maharashtra,2022,4926000,6615618,1343,4300,3.789162011,2950,3589.473167
Soybean,Manipur,2022,3600,3110.4,864,4300,4.043072626,2879.61,3144.23
Soybean,Meghalaya,2022,1900,3665.1,1929,4300,14.45391061,2804.26,2940.75
Soybean,Mizoram,2022,3142,3738.98,1190,4300,5.506089385,2993.89,2835.57
Soybean,Nagaland,2022,13630,17010.24,1248,4300,4.46226257,2871.85,2568.03
Soybean,Rajasthan,2022,1179503,1206631.57,1023,4300,1.772821229,2760,2838.4275
Soybean,Sikkim,2022,2861,2792.34,976,4300,10.0423743,3115.8,2942.56
Soybean,Telangana,2022,202000,325624,1612,4300,3.68896648,2199.59,3178.75
Soybean,Uttar Pradesh,2022,21000,11445,545,4300,2.327988827,2976.58,2752.82
Soybean,Uttarakhand,2022,8000,10120,1265,4300,4.435363128,2835.97,2726.88
Soybean,West Bengal,2022,235,192,817,4300,4.293156425,3000.61,3138.4
Sugarcane,Andaman And Nicobar Islands,2022,125.75,2986.56,23750,305,0,655.47,2196.85
Sugarcane,Andhra Pradesh,2022,40000,2955720,73893,305,2.964078212,203,329.88
Sugarcane,Arunachal Pradesh,2022,2160,46569.6,21560,305,7.982486034,653.93,2206.81
Sugarcane,Assam,2022,29000,1264066.5,43589,305,6.531815642,168.4,1496
Sugarcane,Bihar,2022,210179,12742627.32,60627,305,2.71952514,160.09,608.84
Sugarcane,Chhattisgarh,2022,41980,2388242.2,56890,305,3.823044693,167.5,586.18
Sugarcane,Goa,2022,491,30496.01,62110,305,9.786089385,168.4,396.92
Sugarcane,Gujarat,2022,181070,13461468.08,74344,305,2.550865922,158.19,347.89
Sugarcane,Haryana,2022,107750,8860498,82232,305,1.895642458,145.7,362
Sugarcane,Himachal Pradesh,2022,1440,22233.6,15440,305,3.112765363,660.53,700
Sugarcane,Jammu And Kashmir,2022,233,273.78,1175,305,3.155307263,1428.6,1653.29
Sugarcane,Karnataka,2022,659400,59346000,90000,305,4.063882682,133,368.03
Sugarcane,Kerala,2022,931,101236.94,108740,305,7.651480447,191.2,3428.35
Sugarcane,Madhya Pradesh,2022,92000,6443680,70040,305,3.631955307,142.68,331.15
Sugarcane,Maharashtra,2022,1359300,123968160,91200,305,3.789162011,158,358.13
Sugarcane,Manipur,2022,5030,289511.71,57557,305,4.043072626,170.7,1050
Sugarcane,Meghalaya,2022,121,365.06,3017,305,14.45391061,644.7,1680.45
Sugarcane,Mizoram,2022,1464,41372.64,28260,305,5.506089385,653.93,2261
Sugarcane,Nagaland,2022,2490,108489.3,43570,305,4.46226257,168,1433.96
Sugarcane,Odisha,2022,7330,394214.73,53781,305,3.92849162,170.73,369
Sugarcane,Puducherry,2022,1343,161160,120000,305,3.568184358,193.41,3403.59
Sugarcane,Punjab,2022,90300,7506006.9,83123,305,1.930083799,145.73,360
Sugarcane,Rajasthan,2022,3527,310219.05,87956,305,1.772821229,194.35,501.45
Sugarcane,Tamil Nadu,2022,158970,17658387.6,111080,305,3.137206704,212,3376.61
Sugarcane,Telangana,2022,28000,2942716,105097,305,3.68896648,192.9,392.54
Sugarcane,Tripura,2022,680,37888.24,55718,305,5.528379888,168.4,838.15
Sugarcane,Uttar Pradesh,2022,2794550,224245870.2,80244,305,2.327988827,158,336.82
Sugarcane,Uttarakhand,2022,47000,3760000,80000,305,4.435363128,133,333.35
Sugarcane,West Bengal,2022,18452,1442891.04,78197,305,4.293156425,165.35,330.82
Sunflower,Andhra Pradesh,2022,21000,17508,834,6400,2.964078212,3834.65,6880
Sunflower,Arunachal Pradesh,2022,683,570.99,836,6400,7.982486034,3627.21,7232.19
Sunflower,Bihar,2022,6340,8997.58,1419,6400,2.71952514,4284.6,5822.795
Sunflower,Chhattisgarh,2022,30,15.84,528,6400,3.823044693,5063.18,9473.29
Sunflower,Gujarat,2022,1830,2137.44,1168,6400,2.550865922,4117.02,4729.175
Sunflower,Haryana,2022,14160,24723.36,1746,6400,1.895642458,4191.35,6266.825
Sunflower,Jharkhand,2022,268,164.57,614,6400,2.874944134,5181.87,9383.6
Sunflower,Karnataka,2022,246000,234867,955,6400,4.063882682,3905.9,5408
Sunflower,Kerala,2022,8,9,1125,6400,7.651480447,3786.62,8802.69
Sunflower,Maharashtra,2022,29900,14877.7,498,6400,3.789162011,4979.09,5542
Sunflower,Nagaland,2022,210,190.05,905,6400,4.46226257,3762.72,6942.95
Sunflower,Odisha,2022,18210,22873.12,1256,6400,3.92849162,4358.21,5568.35
Sunflower,Punjab,2022,1500,2610,1740,6400,1.930083799,4211.45,4809.05
Sunflower,Tamil Nadu,2022,9640,10117.52,1050,6400,3.137206704,3843.98,6054
Sunflower,Telangana,2022,8000,14920,1865,6400,3.68896648,4304.05,5268.41
Sunflower,Uttar Pradesh,2022,2000,2730,1365,6400,2.327988827,4239.93,4698.155
Sunflower,West Bengal,2022,4671,5824.74,1247,6400,4.293156425,4183.84,3885.43
Tobacco,Andhra Pradesh,2022,58000,118088,2036,2124.48,2.964078212,1500.14,18088
Tobacco,Assam,2022,100,66.5,665,5961.7,6.531815642,3906.48,8562
Tobacco,Bihar,2022,10324,18139.27,1757,2163.36,2.71952514,1587.57,14825.90667
Tobacco,Chhattisgarh,2022,30,17.37,579,5961.7,3.823044693,4475.36,20944
Tobacco,Gujarat,2022,192850,447219.15,2319,2066.08,2.550865922,1381.72,6000
Tobacco,Karnataka,2022,76000,56544,744,5961.7,4.063882682,3878.81,16172.07167
Tobacco,Kerala,2022,7,10,1429,5897.85,7.651480447,4104.26,17064.82
Tobacco,Maharashtra,2022,500,818,1636,4711.02,3.789162011,2669.77,16913.64
Tobacco,Meghalaya,2022,810,754.92,932,5952.6,14.45391061,3427.55,16671.49
Tobacco,Mizoram,2022,286,271.7,950,5954,5.506089385,3384.73,43677
Tobacco,Odisha,2022,20,20,1000,5915.65,3.92849162,3679.83,20341.69
Tobacco,Tamil Nadu,2022,2100,3202.5,1525,5633.6,3.137206704,3555.12,14902.145
Tobacco,Telangana,2022,3000,8553,2851,2124.48,3.68896648,1323.34,16168.51
Tobacco,Telangana,2022,3000,8553,2851,2124.48,3.68896648,1323.34,16168.51
Tobacco,Uttar Pradesh,2022,23000,93426,4062,2124.48,2.327988827,1166.87,13720.15
Tobacco,West Bengal,2022,12315,22733.49,1846,2084.33,4.293156425,1606.08,14778.56667
Tur,Andaman And Nicobar Islands,2022,1,0.3,300,6600,0,5609.68,10985.18667
Tur,Andhra Pradesh,2022,242000,78166,323,6600,2.964078212,5309.3,7490.839667
Tur,Arunachal Pradesh,2022,884,785.88,889,6600,7.982486034,3547.89,6072.02
Tur,Assam,2022,6000,5190,865,6600,6.531815642,3581.66,5056.04
Tur,Bihar,2022,13012,24319.43,1869,6600,2.71952514,4196.51,5974.145
Tur,Chhattisgarh,2022,39870,27550.17,691,6600,3.823044693,4972.64,5911.606667
Tur,Gujarat,2022,243770,283504.51,1163,6600,2.550865922,3719.79,6060.998333
Tur,Haryana,2022,380,448.4,1180,6600,1.895642458,4101.98,8139.77
Tur,Himachal Pradesh,2022,13,11.31,870,6600,3.112765363,3910.62,10942.68
Tur,Jharkhand,2022,184029,210529.18,1144,6600,2.874944134,4062.49,6222.725
Tur,Karnataka,2022,1220000,855220,701,6600,4.063882682,3452.46,6108.765167
Tur,Kerala,2022,128,215.04,1680,6600,7.651480447,3883.93,7030.77
Tur,Madhya Pradesh,2022,166000,126492,762,6600,3.631955307,4153.27,6419.646667
Tur,Maharashtra,2022,1175800,925354.6,787,6600,3.789162011,3408.81,6120.175167
Tur,Manipur,2022,530,519.93,981,6600,4.043072626,3775.02,7724.75
Tur,Meghalaya,2022,1214,1584.27,1305,6600,14.45391061,3896.15,4433.24
Tur,Mizoram,2022,335,361.8,1080,6600,5.506089385,3589.41,7284.59
Tur,Nagaland,2022,663,629.85,950,6600,4.46226257,3702.87,7306.34
Tur,Odisha,2022,133810,142106.22,1062,6600,3.92849162,3517.62,5852.8
Tur,Punjab,2022,1200,1328.4,1107,6600,1.930083799,3908.1,4739.74
Tur,Rajasthan,2022,6332,5692.47,899,6600,1.772821229,3821.66,5949.455
Tur,Tamil Nadu,2022,43590,45290.01,1039,6600,3.137206704,3775.04,5975.445
Tur,Telangana,2022,229000,201978,882,6600,3.68896648,3956.23,6065.48
Tur,Tripura,2022,4292,3420.72,797,6600,5.528379888,3707.57,4488.66
Tur,Uttar Pradesh,2022,350000,363650,1039,6600,2.327988827,3425.27,5990.192833
Tur,Uttarakhand,2022,3000,2982,994,6600,4.435363128,3727.58,4499.67
Tur,West Bengal,2022,2581,4201.87,1628,6600,4.293156425,4149.13,3972.32
Urad,Andaman And Nicobar Islands,2022,331.4,119.3,360,6600,0,5554.52,9346.206667
Urad,Andhra Pradesh,2022,345000,430870,1249,6600,2.964078212,2156,6133.3275
Urad,Arunachal Pradesh,2022,2699,2590.66,960,6600,7.982486034,3547.74,4692.55
Urad,Assam,2022,54000,34830,645,6600,6.531815642,4006.68,5315.63
Urad,Bihar,2022,5835,5566.59,954,6600,2.71952514,3805.85,5491.685
Urad,Chhattisgarh,2022,70380,25890.36,368,6600,3.823044693,5123.13,5707.95
Urad,Gujarat,2022,116970,84922.06,726,6600,2.550865922,4871.68,6577.068333
Urad,Haryana,2022,140,74.06,529,6600,1.895642458,5417.25,9011.65
Urad,Himachal Pradesh,2022,5841,4199.68,719,6600,3.112765363,5228.56,5281.495
Urad,Jammu And Kashmir,2022,9732,3145.42,323,6600,3.155307263,5653.09,5755.925
Urad,Jharkhand,2022,112750,99896.5,886,6600,2.874944134,3495.27,6594.325
Urad,Karnataka,2022,71000,33105,466,6600,4.063882682,4864.21,5791.464
Urad,Kerala,2022,344,275.98,802,6600,7.651480447,3721.88,7083.8
Urad,Madhya Pradesh,2022,1309000,850169,649,6600,3.631955307,3276,6094.726833
Urad,Maharashtra,2022,358300,225696,630,6600,3.789162011,6281,6101.54
Urad,Manipur,2022,1290,1279.68,992,6600,4.043072626,3786.15,4888.26
Urad,Nagaland,2022,310,255.13,823,6600,4.46226257,3817.73,7466.43
Urad,Odisha,2022,85020,32461.73,382,6600,3.92849162,5293,5802.674
Urad,Puducherry,2022,536,293.4,547,6600,3.568184358,5225.17,7878.32
Urad,Punjab,2022,1300,543.4,418,6600,1.930083799,5499.65,8300.24
Urad,Rajasthan,2022,321902,135204.48,420,6600,1.772821229,4782.04,7097.163333
Urad,Sikkim,2022,2743,2589.39,944,6600,10.0423743,3544.91,4689.82
Urad,Tamil Nadu,2022,396540,267850.08,675,6600,3.137206704,4740,6360.249167
Urad,Telangana,2022,30000,36654,1222,6600,3.68896648,4060.45,5672.74
Urad,Tripura,2022,5907,4668.48,790,6600,5.528379888,3705.37,4809.13
Urad,Uttar Pradesh,2022,608000,282458,465,6600,2.327988827,4296,6589.827333
Urad,Uttarakhand,2022,11000,11187,1017,6600,4.435363128,3789.68,5772.02
Urad,West Bengal,2022,74781,54263.08,726,6600,4.293156425,4493.34,5526.54
Wheat,Arunachal Pradesh,2022,4018,7943.59,1977,2125,7.982486034,1590.15,2893.04
Wheat,Assam,2022,9000,11898,1322,2125,6.531815642,1741.5,2820
Wheat,Bihar,2022,2199496,6506109.17,2958,2125,2.71952514,1063,3439.9045
Wheat,Chandigarh,2022,574,2695.22,4696,2125,3.379329609,1143.4,2160
Wheat,Chhattisgarh,2022,132860,189591.22,1427,2125,3.823044693,1622.23,2403.23
Wheat,Delhi,2022,17350,80677.5,4650,2125,1.867430168,1121.56,2121.17
Wheat,Gujarat,2022,1066568,3464212.86,3248,2125,2.550865922,1204,1994
Wheat,Haryana,2022,2323320,10928897.28,4704,2125,1.895642458,850,2201.6
Wheat,Himachal Pradesh,2022,319480,591996.44,1853,2125,3.112765363,1525,2344.19
Wheat,Jammu And Kashmir,2022,284468,586573.02,2062,2125,3.155307263,1458.97,2341.586667
Wheat,Jharkhand,2022,204399,438640.25,2146,2125,2.874944134,1345,2297.13
Wheat,Karnataka,2022,146000,200458,1373,2125,4.063882682,1631.6,2383.4
Wheat,Ladakh,2022,4463.05,6931.12,1553,2125,1.024581006,1591.53,2294.33
Wheat,Madhya Pradesh,2022,7150000,22729850,3179,2125,3.631955307,928,3078.923333
Wheat,Maharashtra,2022,1218800,2374222.4,1948,2125,3.789162011,1916,2134
Wheat,Manipur,2022,2370,5879.97,2481,2125,4.043072626,1296.81,2560.395
Wheat,Meghalaya,2022,262,468.98,1790,2125,14.45391061,1602.21,2498.24
Wheat,Nagaland,2022,1398,2569.52,1838,2125,4.46226257,1604.42,2638.26
Wheat,Odisha,2022,220,340.56,1548,2125,3.92849162,1629.3,2013
Wheat,Punjab,2022,3534740,16782945.52,4748,2125,1.930083799,714,1791
Wheat,Rajasthan,2022,2793866,10636247.86,3807,2125,1.772821229,997,2679.3825
Wheat,Sikkim,2022,93,107.42,1155,2125,10.0423743,1784.87,2588.66
Wheat,Telangana,2022,3000,6219,2073,2125,3.68896648,1563.05,2533.371667
Wheat,Tripura,2022,21,43.01,2048,2125,5.528379888,1516.26,2680.445
Wheat,Uttar Pradesh,2022,9518600,33610176.6,3531,2125,2.327988827,1033,2710.39
Wheat,Uttarakhand,2022,285000,831060,2916,2125,4.435363128,1012,2187.835
Wheat,West Bengal,2022,180350,556920.8,3088,2125,4.293156425,1077,1998.875
Bajra,Andhra Pradesh,2023,23000,48208,2096,2500,0.676806723,1511.2,2030
Bajra,Bihar,2023,2651,3016.84,1138,2500,0.294453782,1996.69,2016.88
Bajra,Chhattisgarh,2023,140,58.24,416,2500,0.698907563,1863.36,3363.41
Bajra,Dadra And Nagar Haveli,2023,621346.2579,4923163.159,12272.5729,2500,0.08487395,1229.61,2524.925
Bajra,Delhi,2023,588126.3565,4736727.681,12143.05028,2500,0.629579832,1210.24,2555.125
Bajra,Gujarat,2023,519247,1303610.16,2511,2500,0.169327731,1112,2245.58
Bajra,Haryana,2023,527720,1136708.88,2154,2500,0.630840336,1173,2204.6575
Bajra,Himachal Pradesh,2023,377,194.53,516,2500,2.242352941,1867.71,3022.05
Bajra,Jammu And Kashmir,2023,449394.0625,3958139.529,11602.14049,2500,2.904369748,1234.67,2666.401667
Bajra,Jharkhand,2023,355,308.14,868,2500,0.552773109,1801.12,2480.29
Bajra,Karnataka,2023,128000,162560,1270,2500,0.374705882,1857.25,2075
Bajra,Karnataka,2023,128000,162560,1270,2500,0.374705882,1857.25,2288.635
Bajra,Kerala,2023,17.87,38.84,2173,2500,1.378403361,1369.11,2433.51
Bajra,Madhya Pradesh,2023,388000,832066,2145,2500,0.426134454,1492.61,2206.1575
Bajra,Maharashtra,2023,399110,230439.41,577,2500,0.362352941,2335,2271.3125
Bajra,Nagaland,2023,541945.4662,4477553.029,11962.99346,2500,1.386806723,1204,2605.955
Bajra,Odisha,2023,1800,1139.4,633,2500,1.049747899,1863.36,2570.44
Bajra,Puducherry,2023,580869.4327,4696000.647,12114.75592,2500,0.748571429,1212.55,2542.195
Bajra,Punjab,2023,700,549.5,785,2500,0.938151261,1818.87,2558.85
Bajra,Rajasthan,2023,4256594,4384291.82,1030,2500,0.375630252,1250,2552.349357
Bajra,Tamil Nadu,2023,81600,237755.88,2914,2500,0.782016807,1319.02,2344.88
Bajra,Telangana,2023,5000,16855,3371,2500,0.818991597,1311,2377.97
Bajra,Uttar Pradesh,2023,1010000,2293710,2271,2500,0.375966387,881,2200.79
Bajra,West Bengal,2023,65,26.98,415,2500,0.977394958,1863.36,3378.66
Barley,Bihar,2023,7240,11757.76,1624,1850,0.294453782,1791.66,2287.03
Barley,Chhattisgarh,2023,860,625.22,727,1850,0.698907563,1767.23,2315
Barley,Delhi,2023,576130.0298,4639003.341,11781.66139,1850,0.629579832,1129.29,2128.575
Barley,Haryana,2023,11420,38656.7,3385,1850,0.630840336,1133.13,1841.81
Barley,Himachal Pradesh,2023,17189,29341.62,1707,1850,2.242352941,1690.82,2260.73
Barley,Jammu And Kashmir,2023,437397.7357,3860415.19,11240.75159,1850,2.904369748,1173.8,2188.74
Barley,Ladakh,2023,546651.3392,4473564.145,11666.72555,1850,1.112941176,1133.58,2240.29
Barley,Madhya Pradesh,2023,19000,32965,1735,1850,0.426134454,1696.72,2244.08
Barley,Punjab,2023,5200,20191.6,3883,1850,0.938151261,1122.23,1786
Barley,Rajasthan,2023,285063,1027081.99,3603,1850,0.375630252,1005,1909.16
Barley,Sikkim,2023,308156.842,3135094.317,10736.84826,1850,5.023529412,1140.88,1914.72
Barley,Uttar Pradesh,2023,171000,445260.06,2604,1850,0.375966387,993,2148.64
Barley,Uttarakhand,2023,18463,26235.92,1421,1850,1.416218487,1716.61,2275.22
Barley,West Bengal,2023,100,185,1850,1850,0.977394958,1691.4,2111.92
Castorseed,Andhra Pradesh,2023,66000,25410,385,6567.25,0.676806723,5098.56,6228
Castorseed,Assam,2023,1000,470,470,6559.8,2.051428571,5241.79,8241
Castorseed,Bihar,2023,93,90.68,975,6522.55,0.294453782,3831.96,8468.27
Castorseed,Gujarat,2023,724768,1551718.81,2141,2123.81,0.169327731,1623.27,6205
Castorseed,Haryana,2023,1260,994.14,789,6567.25,0.630840336,4156.53,5505.428667
Castorseed,Jharkhand,2023,9,4.46,496,6567.25,0.552773109,5176.66,10290.68
Castorseed,Karnataka,2023,3000,720,240,6567.25,0.374705882,5420.94,8620
Castorseed,Madhya Pradesh,2023,1000,482,482,6567.25,0.426134454,5262.88,5000
Castorseed,Maharashtra,2023,3570,1074.57,301,6567.25,0.362352941,5392.69,5441
Castorseed,Meghalaya,2023,416810.3823,3457245.756,9333.252259,2122.38,2.375966387,1183.76,4689.646667
Castorseed,Nagaland,2023,477136.1242,3795803.61,9568.459099,2123.81,1.386806723,1194.44,4714.966667
Castorseed,Odisha,2023,7050,4476.75,635,6567.25,1.049747899,5090.29,5901.29
Castorseed,Rajasthan,2023,222924,324354.42,1455,6480.45,0.375630252,4071.41,5915.945667
Castorseed,Tamil Nadu,2023,5190,1608.9,310,6567.25,0.782016807,5364.83,6154
Castorseed,Telangana,2023,2000,2000,1000,6516.45,0.818991597,3839.85,5196.092
Cotton,Andhra Pradesh,2023,422000,724847.06,292,7020,0.676806723,3674,7844
Cotton,Assam,2023,1000,511.76,87,7020,2.051428571,5609.03,5243
Cotton,Chhattisgarh,2023,4720,9162.35,330,7020,0.698907563,5529.91,7320.605
Cotton,Gujarat,2023,2683324,9060164.56,574,7020,0.169327731,3279,2438
Cotton,Gujarat,2023,2683324,9060164.56,574,7020,0.169327731,3279,7927
Cotton,Haryana,2023,577680,1508764.24,444,7020,0.630840336,3482,8542
Cotton,Haryana,2023,577680,1508764.24,444,7020,0.630840336,3482,8793
Cotton,Karnataka,2023,739000,2047465,471,7020,0.374705882,3577,7476.061
Cotton,Karnataka,2023,739000,2047465,471,7020,0.374705882,3577,7476.061
Cotton,Kerala,2023,6.5,107.25,2805,7020,1.378403361,4244.18,9883.37
Cotton,Madhya Pradesh,2023,630000,1801059,486,7020,0.426134454,4304,7413
Cotton,Maharashtra,2023,4234470,8045493,323,7020,0.362352941,4323,7069.555833
Cotton,Meghalaya,2023,230943.5591,-655348.2038,-3736.284894,7020,2.375966387,5477.49,7385.83
Cotton,Mizoram,2023,294718.3898,-297433.5027,-3487.630241,7020,1.330252101,5361.91,7455.6
Cotton,Nagaland,2023,291269.301,-316790.3489,-3501.078054,7020,1.386806723,5341.02,7455.6
Cotton,Odisha,2023,216310,704916.12,554,7020,1.049747899,4564,7119.61169
Cotton,Puducherry,2023,330193.2675,-98342.73119,-3349.315591,7020,0.748571429,5303.78,4860
Cotton,Punjab,2023,213800,628823.53,500,7020,0.938151261,3606,7273.310857
Cotton,Punjab,2023,213800,628823.53,500,7020,0.938151261,3606,7500
Cotton,Punjab,2023,213800,628823.53,500,7020,0.938151261,3606,6692
Cotton,Punjab,2023,213800,628823.53,500,7020,0.938151261,3606,7500
Cotton,Rajasthan,2023,1003790,2621663.29,444,7020,0.375630252,3238,7752.602667
Cotton,Rajasthan,2023,1003790,2621663.29,444,7020,0.375630252,3238,7752.602667
Cotton,Tamil Nadu,2023,129660,278387.65,365,7020,0.782016807,4916,7517
Cotton,Telangana,2023,1818000,5079705.88,475,7020,0.818991597,3381.68,7524.683381
Cotton,Tripura,2023,286077.7305,-345926.2853,-3521.31971,7020,1.471932773,5452.18,7467.09
Cotton,Uttar Pradesh,2023,3000,6741.18,382,7020,0.375966387,5425.83,6954.5875
Cotton,West Bengal,2023,90,454.76,859,7020,0.977394958,3855.91,8890.94
Gram,Andhra Pradesh,2023,303000,321483,1061,5440,0.676806723,3303,4810
Gram,Assam,2023,2000,1496,748,5440,2.051428571,3507.62,5512
Gram,Bihar,2023,52204,54553.18,1045,5440,0.294453782,2754.67,5742.05
Gram,Chhattisgarh,2023,270500,226138,836,5440,0.698907563,2932,5771.665833
Gram,Delhi,2023,410143.04,1373619.853,1281.05075,5440,0.629579832,3100.51,5211.331667
Gram,Gujarat,2023,630707,1105336.46,1753,5440,0.169327731,2828.42,4372
Gram,Haryana,2023,26630,27482.16,1032,5440,0.630840336,2833.83,5475.05
Gram,Himachal Pradesh,2023,210,228.9,1090,5440,2.242352941,3169.22,6744
Gram,Jammu And Kashmir,2023,271410.7459,595031.7011,740.1409579,5440,2.904369748,3254.51,5137.8375
Gram,Jharkhand,2023,213696,251947.58,1179,5440,0.552773109,3046.83,7400
Gram,Karnataka,2023,593000,397903,671,5440,0.374705882,3579,5601.888
Gram,Madhya Pradesh,2023,2110000,3186100,1510,5440,0.426134454,2835,4596
Gram,Maharashtra,2023,2668760,2860910.72,1072,5440,0.362352941,3543,4901.688333
Gram,Manipur,2023,402686.2433,1331771.099,1251.977099,5440,0.751848739,3192.48,5064.571667
Gram,Meghalaya,2023,303636.4077,775887.3457,865.7870891,5440,2.375966387,3224.32,5128.793333
Gram,Nagaland,2023,363962.1497,1114445.201,1100.993929,5440,1.386806723,3213.83,4903.075833
Gram,Odisha,2023,37750,28803.25,763,5440,1.049747899,2985.24,5594.07
Gram,Punjab,2023,2000,2500,1250,5440,0.938151261,3436.9,5000
Gram,Rajasthan,2023,1814034,2234889.89,1232,5440,0.375630252,2728,4947.146667
Gram,Tamil Nadu,2023,3350,3108.8,928,5440,0.782016807,3095.38,5227.52
Gram,Telangana,2023,103000,150174,1458,5440,0.818991597,2878.82,5616.8
Gram,Tripura,2023,358770.5791,1085309.264,1080.752274,5440,1.471932773,3279.39,4961.5825
Gram,Uttar Pradesh,2023,584000,669264,1146,5440,0.375966387,3439,5316.155333
Gram,Uttarakhand,2023,812,642.29,791,5440,1.416218487,3365.03,6858.03
Gram,West Bengal,2023,39012,49740.3,1275,5440,0.977394958,3128.45,5566.64
Groundnut,Andaman And Nicobar Islands,2023,446988.2686,1421234.221,937.7492663,6377,0,3762.69,5594.841286
Groundnut,Andhra Pradesh,2023,312000,356210,1142,6377,0.676806723,4666,6308
Groundnut,Arunachal Pradesh,2023,258948.8669,365926.5789,204.5936996,6377,3.083277311,4523.85,8165.800167
Groundnut,Bihar,2023,688,702.45,1021,6377,0.294453782,4348.77,7647.97
Groundnut,Chhattisgarh,2023,23320,35096.6,1505,6377,0.698907563,4498.05,8116
Groundnut,Goa,2023,445578.9083,1413324.663,932.2542463,6377,0.023109244,3786.76,5573.401286
Groundnut,Gujarat,2023,1694419,4642455.58,2740,6377,0.169327731,3619,5801.297619
Groundnut,Haryana,2023,4620,4924.92,1066,6377,0.630840336,4096.25,4937.72
Groundnut,Himachal Pradesh,2023,34,32.4,953,6377,2.242352941,3972.66,11500
Groundnut,Jharkhand,2023,22972,28048.81,1221,6377,0.552773109,4450.87,6790.092
Groundnut,Karnataka,2023,408000,369208,905,6377,0.374705882,5227,5804.356167
Groundnut,Kerala,2023,142.29,205.73,1446,6377,1.378403361,4627.97,9135
Groundnut,Madhya Pradesh,2023,476000,991172,2082,6377,0.426134454,3397.96,5875.573333
Groundnut,Maharashtra,2023,213960,254280.96,1188,6377,0.362352941,6223,4996
Groundnut,Manipur,2023,401135.3747,1163900.339,758.9712866,6377,0.751848739,3765.38,5993.005833
Groundnut,Nagaland,2023,362411.2811,946574.4401,607.9881173,6377,1.386806723,3880.15,6052.845833
Groundnut,Odisha,2023,40640,79095.9,1946,6377,1.049747899,4695,6127
Groundnut,Puducherry,2023,401335.2477,1165022.058,759.7505803,6377,0.748571429,3765.38,5850
Groundnut,Punjab,2023,1600,2784,1740,6377,0.938151261,4419.46,5235.21
Groundnut,Rajasthan,2023,883694,2015706.01,2281,6377,0.375630252,1824,5781.055952
Groundnut,Tamil Nadu,2023,328510,879985.01,2679,6377,0.782016807,4564,6169.488333
Groundnut,Telangana,2023,95000,221950,2336,6377,0.818991597,4368.74,6374.6
Groundnut,Tripura,2023,357219.7106,917438.5038,587.7464616,6377,1.471932773,3886.42,6132.0675
Groundnut,Uttar Pradesh,2023,126000,147672,1172,6377,0.375966387,4434.36,5910.432
Groundnut,Uttarakhand,2023,386,616.06,1596,6377,1.416218487,4529.12,7924.39
Groundnut,West Bengal,2023,81827,249770.12,3052,6377,0.977394958,4429.83,6213.42
Guarseed,Gujarat,2023,389820.0521,1565375.857,1164.380732,6387.37,0.169327731,3015.04,4921.779286
Guarseed,Haryana,2023,361673.8474,1407414.788,1054.640186,6392.76,0.630840336,3095.61,4928.659619
Guarseed,Punjab,2023,342931.9191,1302232.044,981.5664104,6446.08,0.938151261,3327.82,5680.249167
Guarseed,Rajasthan,2023,377238.3091,1494765.073,1115.32519,6392.76,0.375630252,3026.25,4927.012619
Guarseed,Uttar Pradesh,2023,377217.8093,1494650.025,1115.245262,6392.76,0.375966387,3034.31,4926.872619
Jowar,Andhra Pradesh,2023,103000,367105,3564,3180,0.676806723,1290,2639
Jowar,Bihar,2023,747,797.05,1067,3180,0.294453782,1980.02,2660.56
Jowar,Chhattisgarh,2023,780,653.64,838,3180,0.698907563,1818.85,3081.61
Jowar,Delhi,2023,550614.3381,4018736.945,9827.376149,3180,0.629579832,1395.63,2614.215
Jowar,Gujarat,2023,42535,56830.36,1336,3180,0.169327731,2002.76,3030
Jowar,Haryana,2023,19240,10139.48,527,3180,0.630840336,1860.97,2236
Jowar,Jharkhand,2023,791,858.24,1085,3180,0.552773109,1875.06,2760.05
